"BBRefName","BBRefLink","BBRefID","BBRefBirthDate"
"Renaldo Major","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/majorre01.html","majorre01",1982-05-07
"Thon Maker","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/makerth01.html","makerth01",1997-02-25
"Théo Maledon","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maledth01.html","maledth01",2001-06-12
"Jeff Malone","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/malonje01.html","malonje01",1961-06-28
"Karl Malone","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/malonka01.html","malonka01",1963-07-24
"Matt Maloney","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/malonma01.html","malonma01",1971-12-06
"Moses Malone","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/malonmo01.html","malonmo01",1955-03-23
"Karim Mané","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maneka01.html","maneka01",2000-05-16
"Danny Manning","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mannida01.html","mannida01",1966-05-17
"Nico Mannion","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mannini01.html","mannini01",2001-03-14
"Rich Manning","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/manniri01.html","manniri01",1970-06-23
"Terance Mann","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mannte01.html","mannte01",1996-10-18
"Devyn Marble","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marblde01.html","marblde01",1992-09-21
"Roy Marble","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marblro01.html","marblro01",1966-12-13
"Stephon Marbury","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marbust01.html","marbust01",1977-02-20
"Šarūnas Marčiulionis","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marcisa01.html","marcisa01",1964-06-13
"Shawn Marion","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mariosh01.html","mariosh01",1978-05-07
"Boban Marjanović","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marjabo01.html","marjabo01",1988-08-15
"Lauri Markkanen","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/markkla01.html","markkla01",1997-05-22
"Damir Markota","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/markoda01.html","markoda01",1985-12-26
"Sean Marks","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marksse01.html","marksse01",1975-08-23
"Donyell Marshall","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marshdo01.html","marshdo01",1973-05-18
"Donny Marshall","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marshdo02.html","marshdo02",1972-07-17
"Kendall Marshall","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marshke01.html","marshke01",1991-08-19
"Naji Marshall","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marshna01.html","marshna01",1998-01-24
"Rawle Marshall","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marshra01.html","marshra01",1982-02-20
"Bob Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martibo01.html","martibo01",1969-10-07
"Cartier Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martica01.html","martica01",1984-11-20
"Caleb Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martica02.html","martica02",1995-09-28
"Cody Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martico01.html","martico01",1995-09-28
"Cuonzo Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/marticu01.html","marticu01",1971-09-23
"Darrick Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martida01.html","martida01",1971-03-06
"Jarell Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martija01.html","martija01",1994-05-24
"Jeff Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martije01.html","martije01",1967-01-14
"Jeremiah Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martije02.html","martije02",1996-06-19
"Kenyon Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martike01.html","martike01",1977-12-30
"Kevin Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martike02.html","martike02",1983-02-01
"Kelan Martin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martike03.html","martike03",1995-08-03
"Kenyon Martin Jr.","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/martike04.html","martike04",2001-01-06
"Jamal Mashburn","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mashbja01.html","mashbja01",1972-11-29
"Anthony Mason","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/masonan01.html","masonan01",1966-12-14
"Desmond Mason","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/masonde01.html","masonde01",1977-10-11
"Frank Mason III","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/masonfr01.html","masonfr01",1994-04-03
"Roger Mason","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/masonro01.html","masonro01",1980-09-10
"Tony Massenburg","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/masseto01.html","masseto01",1967-07-31
"Yante Maten","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/matenya01.html","matenya01",1996-08-14
"Garrison Mathews","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mathega01.html","mathega01",1996-10-24
"Dakota Mathias","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mathida01.html","mathida01",1995-07-11
"Mangok Mathiang","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mathima01.html","mathima01",1992-10-08
"Wes Matthews","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/matthwe01.html","matthwe01",1959-08-24
"Wesley Matthews","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/matthwe02.html","matthwe02",1986-10-14
"Marlon Maxey","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maxeyma01.html","maxeyma01",1969-02-19
"Tyrese Maxey","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maxeyty01.html","maxeyty01",2000-11-04
"Jason Maxiell","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maxieja01.html","maxieja01",1983-02-18
"Vernon Maxwell","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maxweve01.html","maxweve01",1965-09-12
"Lee Mayberry","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maybele01.html","maybele01",1970-06-12
"Tharon Mayes","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mayesth01.html","mayesth01",1968-09-09
"Eric Maynor","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maynoer01.html","maynoer01",1987-06-11
"O.J. Mayo","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mayooj01.html","mayooj01",1987-11-05
"Sean May","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mayse01.html","mayse01",1984-04-04
"Skylar Mays","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mayssk01.html","mayssk01",1997-09-05
"Travis Mays","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/maystr01.html","maystr01",1968-06-19
"Luc Mbah a Moute","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mbahalu01.html","mbahalu01",1986-09-09
"D.J. Mbenga","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mbengdj01.html","mbengdj01",1980-12-30
"James Michael McAdoo","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcadoja01.html","mcadoja01",1993-01-04
"Ray McCallum","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccalra01.html","mccalra01",1991-06-12
"Tahjere McCall","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccalta01.html","mccalta01",1994-08-17
"Bob McCann","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccanbo01.html","mccanbo01",1964-04-22
"Mel McCants","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccanme01.html","mccanme01",1967-08-19
"Rashad McCants","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccanra01.html","mccanra01",1984-09-25
"Kelly McCarty","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccarke01.html","mccarke01",1975-08-24
"Walter McCarty","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccarwa01.html","mccarwa01",1974-02-01
"Amal McCaskill","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccasam01.html","mccasam01",1973-10-28
"Patrick McCaw","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccawpa01.html","mccawpa01",1995-10-25
"Sheldon Mac","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcclesh01.html","mcclesh01",1992-12-21
"Dan McClintock","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcclida01.html","mcclida01",1977-04-19
"George McCloud","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccloge01.html","mccloge01",1967-05-27
"CJ McCollum","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccolcj01.html","mccolcj01",1991-09-19
"T.J. McConnell","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccontj01.html","mccontj01",1992-03-25
"Tim McCormick","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccorti01.html","mccorti01",1962-03-10
"Jelani McCoy","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccoyje01.html","mccoyje01",1977-12-06
"Chris McCray","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccrach01.html","mccrach01",1984-05-27
"Rodney McCray","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccraro01.html","mccraro01",1961-08-29
"Erik McCree","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mccreer01.html","mccreer01",1993-12-20
"Chris McCullough","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcculch01.html","mcculch01",1995-02-05
"Clint McDaniel","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcdancl01.html","mcdancl01",1972-02-26
"Jalen McDaniels","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcdanja01.html","mcdanja01",1998-01-31
"Jaden McDaniels","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcdanja02.html","mcdanja02",2000-09-29
"K.J. McDaniels","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcdankj01.html","mcdankj01",1993-02-09
"Xavier McDaniel","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcdanxa01.html","mcdanxa01",1963-06-04
"Doug McDermott","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcderdo01.html","mcderdo01",1992-01-03
"Sean McDermott","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcderse01.html","mcderse01",1996-11-03
"Michael McDonald","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcdonmi01.html","mcdonmi01",1969-02-13
"Antonio McDyess","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcdyean01.html","mcdyean01",1974-09-07
"Ivan McFarlin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcfariv01.html","mcfariv01",1982-04-26
"Mitch McGary","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcgarmi01.html","mcgarmi01",1992-06-06
"JaVale McGee","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcgeeja01.html","mcgeeja01",1988-01-19
"Mike McGee","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcgeemi01.html","mcgeemi01",1959-07-29
"Tracy McGrady","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcgratr01.html","mcgratr01",1979-05-24
"Rodney McGruder","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcgruro01.html","mcgruro01",1991-07-29
"Dominic McGuire","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcguido01.html","mcguido01",1985-10-20
"Kevin McHale","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mchalke01.html","mchalke01",1957-12-19
"Jim McIlvaine","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcilvji01.html","mcilvji01",1972-07-30
"Jeff McInnis","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcinnje01.html","mcinnje01",1974-10-22
"Derrick McKey","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mckeyde01.html","mckeyde01",1966-10-10
"Aaron McKie","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mckieaa01.html","mckieaa01",1972-10-02
"Alfonzo McKinnie","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mckinal01.html","mckinal01",1992-09-17
"Carlton McKinney","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mckinca01.html","mckinca01",1964-10-21
"Trey McKinney-Jones","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mckintr01.html","mckintr01",1990-08-27
"Jordan McLaughlin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mclaujo01.html","mclaujo01",1996-04-09
"Ben McLemore","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mclembe01.html","mclembe01",1993-02-11
"Keith McLeod","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcleoke01.html","mcleoke01",1979-11-05
"Roshown McLeod","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcleoro01.html","mcleoro01",1975-11-17
"Nate McMillan","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcmilna01.html","mcmilna01",1964-08-03
"Mark McNamara","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcnamma01.html","mcnamma01",1959-06-08
"Jerel McNeal","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcneaje01.html","mcneaje01",1987-06-01
"Paul McPherson","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcphepa01.html","mcphepa01",1978-07-03
"Jordan McRae","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcraejo01.html","mcraejo01",1991-03-28
"Josh McRoberts","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mcrobjo01.html","mcrobjo01",1987-02-28
"Stanislav Medvedenko","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/medvest01.html","medvest01",1979-04-04
"Darnell Mee","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/meeda01.html","meeda01",1971-02-11
"Jodie Meeks","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/meeksjo01.html","meeksjo01",1987-08-21
"Scott Meents","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/meentsc01.html","meentsc01",1964-01-04
"Salah Mejri","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mejrisa01.html","mejrisa01",1986-06-15
"Gal Mekel","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mekelga01.html","mekelga01",1988-03-04
"Nicolò Melli","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mellini01.html","mellini01",1991-01-26
"Fab Melo","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/melofa01.html","melofa01",1990-06-20
"De'Anthony Melton","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/meltode01.html","meltode01",1998-05-28
"Pops Mensah-Bonsu","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mensapo01.html","mensapo01",1983-09-07
"Ron Mercer","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mercero01.html","mercero01",1976-05-18
"Sam Merrill","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/merrisa01.html","merrisa01",1996-05-15
"Chimezie Metu","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/metuch01.html","metuch01",1997-03-22
"Loren Meyer","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/meyerlo01.html","meyerlo01",1972-12-30
"Jordan Mickey","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mickejo01.html","mickejo01",1994-07-09
"Khris Middleton","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/middlkh01.html","middlkh01",1991-08-12
"Chris Mihm","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mihmch01.html","mihmch01",1979-07-16
"Eric Mika","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mikaer01.html","mikaer01",1995-01-05
"Aaron Miles","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/milesaa01.html","milesaa01",1983-04-13
"C.J. Miles","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/milescj01.html","milescj01",1987-03-18
"Darius Miles","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/milesda01.html","milesda01",1981-10-09
"Darko Miličić","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/milicda01.html","milicda01",1985-06-20
"Marko Milič","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/milicma01.html","milicma01",1977-05-07
"Anthony Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millean01.html","millean01",1971-10-22
"Andre Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millean02.html","millean02",1976-03-19
"Brad Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millebr01.html","millebr01",1976-04-12
"Darius Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/milleda01.html","milleda01",1990-03-21
"Malcolm Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millema01.html","millema01",1993-03-06
"Mike Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millemi01.html","millemi01",1980-02-19
"Oliver Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/milleol01.html","milleol01",1970-04-06
"Quincy Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millequ01.html","millequ01",1992-11-18
"Reggie Miller","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millere01.html","millere01",1965-08-24
"Chris Mills","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millsch01.html","millsch01",1970-01-25
"Elijah Millsap","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millsel01.html","millsel01",1987-08-12
"Paul Millsap","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millspa01.html","millspa01",1985-02-10
"Patty Mills","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millspa02.html","millspa02",1988-08-11
"Terry Mills","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/millste01.html","millste01",1967-12-21
"Shake Milton","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/miltosh01.html","miltosh01",1996-09-26
"Harold Miner","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/minerha01.html","minerha01",1971-05-05
"Yao Ming","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mingya01.html","mingya01",1980-09-12
"Greg Minor","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/minorgr01.html","minorgr01",1971-09-18
"Nikola Mirotić","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mirotni01.html","mirotni01",1991-02-11
"Jason Miskiri","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/miskija01.html","miskija01",1975-08-19
"Donovan Mitchell","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mitchdo01.html","mitchdo01",1996-09-07
"Sam Mitchell","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mitchsa01.html","mitchsa01",1963-09-02
"Tony Mitchell","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mitchto02.html","mitchto02",1992-04-07
"Tony Mitchell","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mitchto03.html","mitchto03",1989-08-07
"Naz Mitrou-Long","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mitrona01.html","mitrona01",1993-08-03
"Cuttino Mobley","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moblecu01.html","moblecu01",1975-09-01
"Eric Mobley","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mobleer01.html","mobleer01",1970-02-01
"Nazr Mohammed","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mohamna01.html","mohamna01",1977-09-05
"Jérôme Moïso","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moisoje01.html","moisoje01",1978-06-15
"Paul Mokeski","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mokespa01.html","mokespa01",1957-01-03
"Adam Mokoka","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mokokad01.html","mokokad01",1998-07-18
"Sidney Moncrief","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moncrsi01.html","moncrsi01",1957-09-21
"Sergei Monia","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moniase01.html","moniase01",1983-04-15
"Malik Monk","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/monkma01.html","monkma01",1998-02-04
"Greg Monroe","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/monrogr01.html","monrogr01",1990-06-04
"Rodney Monroe","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/monroro01.html","monroro01",1968-04-16
"Luis Montero","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/montelu01.html","montelu01",1993-04-06
"Eric Montross","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/montrer01.html","montrer01",1971-09-23
"Matt Mooney","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moonema01.html","moonema01",1997-02-07
"Jamario Moon","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moonja01.html","moonja01",1980-06-13
"Ben Moore","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moorebe01.html","moorebe01",1995-05-13
"E'Twaun Moore","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mooreet01.html","mooreet01",1989-02-25
"Johnny Moore","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moorejo01.html","moorejo01",1958-03-03
"Mikki Moore","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mooremi01.html","mooremi01",1975-11-04
"Tracy Moore","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mooretr01.html","mooretr01",1965-12-28
"Ja Morant","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moranja01.html","moranja01",1999-08-10
"Eric Moreland","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moreler01.html","moreler01",1991-12-24
"Juwan Morgan","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morgaju01.html","morgaju01",1997-04-17
"Darren Morningstar","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mornida01.html","mornida01",1969-04-22
"Adam Morrison","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morriad01.html","morriad01",1984-07-19
"Chris Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrich01.html","morrich01",1966-01-20
"Darius Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrida01.html","morrida01",1991-01-03
"Isaiah Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morriis01.html","morriis01",1969-04-02
"Jaylen Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrija01.html","morrija01",1995-09-19
"Markieff Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrima02.html","morrima02",1989-09-02
"Marcus Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrima03.html","morrima03",1989-09-02
"Mike Morrison","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrimi01.html","morrimi01",1967-08-16
"Monte Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrimo01.html","morrimo01",1995-06-27
"Randolph Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrira01.html","morrira01",1986-01-02
"Terence Morris","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morrite01.html","morrite01",1979-01-11
"Anthony Morrow","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/morroan01.html","morroan01",1985-09-27
"Dwayne Morton","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mortodw01.html","mortodw01",1971-08-08
"John Morton","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mortojo01.html","mortojo01",1967-05-18
"Lawrence Moten","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/motenla01.html","motenla01",1972-03-25
"Donatas Motiejūnas","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/motiedo01.html","motiedo01",1990-09-20
"Johnathan Motley","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/motlejo01.html","motlejo01",1995-05-04
"Hanno Möttölä","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mottoha01.html","mottoha01",1976-09-09
"Arnett Moultrie","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/moultar01.html","moultar01",1990-11-18
"Alonzo Mourning","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mournal01.html","mournal01",1970-02-08
"Timofey Mozgov","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mozgoti01.html","mozgoti01",1986-07-16
"Emmanuel Mudiay","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mudiaem01.html","mudiaem01",1996-03-05
"Shabazz Muhammad","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/muhamsh01.html","muhamsh01",1992-11-13
"Mychal Mulder","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/muldemy01.html","muldemy01",1994-06-12
"Byron Mullens","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mulleby01.html","mulleby01",1989-02-14
"Chris Mullin","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mullich01.html","mullich01",1963-07-30
"Todd Mundt","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/mundtto01.html","mundtto01",1970-05-17
"Xavier Munford","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/munfoxa02.html","munfoxa02",1992-06-01
"Chris Munk","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/munkch01.html","munkch01",1967-08-05
"Eric Murdock","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murdoer01.html","murdoer01",1968-06-14
"Gheorghe Mureșan","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/muresgh01.html","muresgh01",1971-02-14
"Erik Murphy","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murpher01.html","murpher01",1990-10-26
"Kevin Murphy","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murphke01.html","murphke01",1990-03-06
"Tod Murphy","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murphto01.html","murphto01",1963-12-24
"Troy Murphy","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murphtr01.html","murphtr01",1980-05-02
"Dejounte Murray","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murrade01.html","murrade01",1996-09-19
"Jamal Murray","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murraja01.html","murraja01",1997-02-23
"Lamond Murray","https://www.basketball-reference.comhttps://www.basketball-reference.com/players/m/murrala01.html","murrala01",1973-04-20
